program_id,title,description,level,goal,equipment,program_length,time_per_workout,total_exercises,created,last_edit,workout_frequency,exercise_guidance
FP000808,Classic Body Blueprint,"Balanced full-body workouts performed 2-4 times weekly with emphasis on progressive overload.

This 12-week full body program includes 4 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Beginner, Novice, Intermediate trainees seeking General Fitness, Muscle & Sculpting, Powerlifting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, drop sets for muscle fatigue, autoregulation guidelines.

Weekly Schedule:
Monday: Full Body
Wednesday: Full Body
Thursday: Full Body
Sunday: Full Body","[""Beginner"", ""Novice"", ""Intermediate""]","[""General Fitness"", ""Muscle & Sculpting"", ""Powerlifting""]",At Home,12,80,366,2024-06-04 20:00:28,2025-03-23 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 6-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Push-Ups
- Single-Leg RDLs
- Inverted Rows
- Dips (if parallel bars available)

**Isolation Movements:**
- Plyo Push-Ups (Chest)
- Cat-Cow Stretch (Back)
- Resistance Band Lateral Raises (Shoulders)
- Step-Ups (Legs)
- Diamond Push-Ups (Arms)
- Side Planks (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000809,PowerHypertrophy X,"Balanced training program with extra focus on specific areas needing development.

This 3-week Full Body with Specialization program includes 5 training sessions per week, structured to optimize gains for Intermediate, Beginner, Novice individuals pursuing Powerlifting, General Fitness.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include periodized intensity and volume.

Weekly Schedule:
Monday: Training
Tuesday: Training
Thursday: Training
Friday: Training
Saturday: Training","[""Intermediate"", ""Beginner"", ""Novice""]","[""Powerlifting"", ""General Fitness""]",At Home,3,60,75,2025-02-11 20:00:28,2025-06-04 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 3-6
- Rest between sets: 90-150 seconds

### Intensity Guidelines
- Main compound lifts: 75-85% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Pike Push-Ups
- Inverted Rows
- Dips (if parallel bars available)
- Lunges

**Isolation Movements:**
- Push-Ups (Chest)
- Inverted Rows (Back)
- Resistance Band Lateral Raises (Shoulders)
- Lunges (Legs)
- Resistance Band Curls (Arms)
- Bicycle Crunches (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000810,Modern Bodybuilding Builder,"Efficient training structure hitting each movement pattern twice weekly.

This 14-week Push/Pull program includes 4 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Athletics, Bodybuilding, Weight Loss.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include tempo variations.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Thursday: Training
Sunday: Training","[""Intermediate""]","[""Athletics"", ""Bodybuilding"", ""Weight Loss""]",Garage Gym,14,75,600,2025-06-22 20:00:28,2025-06-28 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 6-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Dumbbell Bench Press
- Dumbbell Flyes
- Incline Dumbbell Press

**Back:**
- Meadows Rows
- Pendlay Rows
- Dumbbell Rows

**Shoulders:**
- Lateral Raises
- Rear Delt Flyes
- Push Press

**Arms:**
- Concentration Curls
- Tricep Kickbacks
- Skull Crushers

**Legs:**
- Bulgarian Split Squats
- Good Mornings
- Lunges

**Core:**
- Medicine Ball Slams
- GHD Sit-Ups
- Weighted Planks

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000811,Balanced Athletics Protocol,"Comprehensive split with 2 power days followed by 3 hypertrophy days for complete development.

This 11-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Novice lifters seeking improvements in Powerbuilding.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest","[""Novice""]","[""Powerbuilding""]",Full Gym,11,90,503,2024-07-20 20:00:28,2024-09-23 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-4
- Repetition range: 8-12
- Rest between sets: 90-120 seconds

### Intensity Guidelines
- Main compound lifts: 70-80% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Dumbbell Pullovers (Chest)
- Chest-Supported Rows (Back)

**Isolation Movements:**
- Barbell Bench Press (Chest)
- Pull-Ups (Back)
- Face Pulls (Shoulders)
- Lateral Raises (Shoulders)
- Hammer Curls (Arms)
- Cable Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Bulgarian Split Squats
- Leg Curls

**Isolation Movements:**
- Seated Calf Raises
- Barbell Squats
- Hanging Leg Raises (Core)
- Planks (Core)

### Progression Guidelines
- Implement progressive overload by adding weight, reps, or sets
- For main lifts, add 5-10 lbs when you can complete all prescribed reps
- For accessory lifts, add 2.5-5 lbs when you can complete upper rep range
"
FP000812,Muscle Mass Plan,"Specialized program alternating between power and hypertrophy training across 5 weekly sessions.

This 13-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Novice, Advanced, Intermediate lifters seeking improvements in Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest","[""Novice"", ""Advanced"", ""Intermediate""]","[""Strength""]",At Home,13,45,325,2025-09-23 20:00:28,2025-10-26 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 1-5
- Rest between sets: 120-180 seconds

### Intensity Guidelines
- Main compound lifts: 80-95% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Hindu Push-Ups (Chest)
- Cat-Cow Stretch (Back)

**Isolation Movements:**
- Decline Push-Ups (Chest)
- Bird Dogs (Back)
- YTW Raises (Shoulders)
- Handstand Holds (Shoulders)
- Isometric Curls (Arms)
- Bodyweight Skull Crushers (Arms)

#### Lower Body Day
**Compound Movements:**
- Wall Sits
- Calf Raises

**Isolation Movements:**
- Bodyweight Squats
- Single-Leg Glute Bridges
- Planks (Core)
- Bird Dogs (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000813,Fundamental Strength Method,"6-day training split targeting pushing muscles, pulling muscles, and legs on separate days.

This 8-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Advanced, Intermediate trainees pursuing Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include periodized intensity and volume, autoregulation guidelines.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs","[""Advanced"", ""Intermediate""]","[""Athletics""]",Full Gym,8,60,239,2023-12-24 20:00:28,2025-03-03 20:00:28,6,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Push Day
**Compound Movements:**
- Dumbbell Pullovers (Chest)
- Cable Lateral Raises (Shoulders)

**Isolation Movements:**
- Pec Deck Flyes (Chest)
- Barbell Bench Press (Chest)
- Seated Dumbbell Press (Shoulders)
- Overhead Tricep Extensions (Triceps)
- Dips (Triceps)

#### Pull Day
**Compound Movements:**
- Pull-Ups
- Barbell Deadlifts

**Isolation Movements:**
- Face Pulls (Back)
- Hammer Curls (Biceps)
- Barbell Curls (Biceps)
- Face Pulls (Rear Delts)

#### Legs Day
**Compound Movements:**
- Leg Curls
- Leg Extensions

**Isolation Movements:**
- Leg Press
- Barbell Squats
- Weighted Russian Twists (Core)
- Ab Rollouts (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000814,PHAT (Power Hypertrophy Adaptive Training) Powerbuilding Program,"Classic 5-day split targeting one major muscle group per session for maximum volume and intensity.

This 1-week body part split includes 4 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Beginner lifters focusing on Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, autoregulation guidelines.

Weekly Schedule:
Monday: Chest & Triceps
Tuesday: Back & Biceps
Wednesday: Shoulders & Arms
Thursday: Legs & Core","[""Beginner""]","[""Weight Loss""]",At Home,1,100,37,2024-12-26 20:00:28,2025-08-08 20:00:28,5,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 2-3
- Repetition range: 10-15
- Rest between sets: 60-90 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Hindu Push-Ups
- Resistance Band Chest Press
- Floor Flyes

**Back:**
- Resistance Band Pull-Aparts
- Bird Dogs
- Resistance Band Pulldowns

**Shoulders:**
- Resistance Band Overhead Press
- Handstand Holds
- Resistance Band Front Raises

**Arms:**
- Resistance Band Curls
- Resistance Band Tricep Extensions
- Chair Dips

**Legs:**
- Calf Raises
- Wall Sits
- Glute Bridges

**Core:**
- Mountain Climbers
- Leg Raises
- Side Planks

### Progression Guidelines
- Add weight when you can complete all sets at the upper rep range with good form
- Aim to increase weights by 2.5-5% every 1-2 weeks
- Focus on proper form and technique before adding weight
"
FP000815,6-Day PHAT (Power Hypertrophy Adaptive Training) Split,"Efficient full-body program designed for balanced development and maximum muscle recruitment.

This 2-week full body program includes 2 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Novice, Intermediate trainees seeking Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, supersets for efficiency, tempo variations, autoregulation guidelines.

Weekly Schedule:
Wednesday: Full Body
Sunday: Full Body","[""Novice"", ""Intermediate""]","[""Muscle & Sculpting""]",At Home,2,40,47,2025-09-09 20:00:28,2025-09-27 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 8-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Single-Leg RDLs
- Bodyweight Squats
- Push-Ups
- Dips (if parallel bars available)

**Isolation Movements:**
- Hindu Push-Ups (Chest)
- Bird Dogs (Back)
- Resistance Band Lateral Raises (Shoulders)
- Bodyweight Squats (Legs)
- Resistance Band Hammer Curls (Arms)
- Leg Raises (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000816,PowerHypertrophy,"Classic bodybuilding split separating workouts by movement pattern for maximum recovery.

This 10-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Beginner, Novice, Intermediate trainees pursuing Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include progressive overload mechanisms, strategic deloads, supersets for efficiency.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs","[""Beginner"", ""Novice"", ""Intermediate""]","[""Bodyweight Fitness""]",Dumbbell Only,10,45,190,2025-04-02 20:00:28,2025-07-04 20:00:28,6,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 6-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Push Day
**Compound Movements:**
- Svend Press (Chest)
- Lateral Raises (Shoulders)

**Isolation Movements:**
- Floor Press (Chest)
- Dumbbell Bench Press (Chest)
- Rear Delt Flyes (Shoulders)
- Overhead Tricep Extensions (Triceps)
- Tricep Kickbacks (Triceps)

#### Pull Day
**Compound Movements:**
- Dumbbell Pullovers
- Dumbbell Deadlifts

**Isolation Movements:**
- Renegade Rows (Back)
- Dumbbell Curls (Biceps)
- Concentration Curls (Biceps)
- Rear Delt Flyes (Rear Delts)

#### Legs Day
**Compound Movements:**
- Dumbbell Lunges
- Single-Leg RDLs

**Isolation Movements:**
- Dumbbell Calf Raises
- Dumbbell Romanian Deadlifts
- Dumbbell Russian Twists (Core)
- Weighted Sit-Ups (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000817,PHUL (Power Hypertrophy Upper Lower) Bodybuilding Program,"Comprehensive training program offering high frequency and volume for advanced trainees.

This 1-week Upper/Lower/Push/Pull/Legs program includes 5 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include progressive overload mechanisms, tempo variations.

Weekly Schedule:
Monday: Training
Tuesday: Training
Thursday: Training
Friday: Training
Saturday: Training","[""Intermediate""]","[""Athletics""]",Full Gym,1,50,17,2024-06-13 20:00:28,2024-10-15 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 6-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Smith Machine Bench Press (Chest)
- Barbell Rows (Back)

**Isolation Movements:**
- Machine Chest Press (Chest)
- Pull-Ups (Back)
- Reverse Pec Deck (Shoulders)
- Face Pulls (Shoulders)
- Cable Curls (Arms)
- Hammer Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Seated Calf Raises
- Bulgarian Split Squats

**Isolation Movements:**
- Romanian Deadlifts
- Leg Curls
- Weighted Russian Twists (Core)
- Cable Crunches (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000818,StrengthTraining X,"High-volume approach dedicating entire sessions to specific muscle groups.

This 12-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Beginner lifters focusing on Athletics, Weight Loss, Bodyweight Fitness.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include progressive overload mechanisms, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs","[""Beginner""]","[""Athletics"", ""Weight Loss"", ""Bodyweight Fitness""]",Full Gym,12,120,344,2024-11-11 20:00:28,2025-06-12 20:00:28,5,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 2-3
- Repetition range: 10-15
- Rest between sets: 60-90 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Smith Machine Bench Press
- Machine Chest Press
- Incline Dumbbell Press

**Back:**
- Barbell Deadlifts
- Lat Pulldowns
- Pull-Ups

**Shoulders:**
- Face Pulls
- Seated Dumbbell Press
- Machine Shoulder Press

**Arms:**
- Dips
- Hammer Curls
- Skull Crushers

**Legs:**
- Leg Curls
- Leg Extensions
- Barbell Squats

**Core:**
- Weighted Russian Twists
- Ab Rollouts
- Hanging Leg Raises

### Progression Guidelines
- Add weight when you can complete all sets at the upper rep range with good form
- Aim to increase weights by 2.5-5% every 1-2 weeks
- Focus on proper form and technique before adding weight
"
FP000819,Intense Bodybuilding Builder,"Classic 5-day split targeting one major muscle group per session for maximum volume and intensity.

This 2-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Advanced lifters focusing on General Fitness.

Exercise selection focuses on fundamental movement patterns that develop overall fitness, with a balanced approach to strength and conditioning. 

Program features include periodized intensity and volume, strategic deloads, supersets for efficiency, drop sets for muscle fatigue, rest-pause techniques, tempo variations.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs","[""Advanced""]","[""General Fitness""]",Garage Gym,2,90,125,2025-09-21 20:00:28,2025-10-05 20:00:28,5,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Floor Press
- Incline Dumbbell Press
- Resistance Band Chest Press

**Back:**
- Barbell Deadlifts
- Resistance Band Pulldowns
- Pendlay Rows

**Shoulders:**
- Overhead Press
- Lateral Raises
- Push Press

**Arms:**
- Skull Crushers
- Dips
- Concentration Curls

**Legs:**
- Good Mornings
- Standing Calf Raises
- Bulgarian Split Squats

**Core:**
- Decline Sit-Ups
- Weighted Russian Twists
- Medicine Ball Slams

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000820,Proven Strength Builder,"Modified full-body program with additional work for priority muscle groups.

This 10-week Full Body with Specialization program includes 3 training sessions per week, structured to optimize gains for Beginner, Advanced, Novice individuals pursuing Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Tuesday: Training
Saturday: Training
Sunday: Training","[""Beginner"", ""Advanced"", ""Novice""]","[""Bodyweight Fitness""]",Dumbbell Only,10,45,291,2025-08-13 20:00:28,2025-10-13 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Floor Press
- Dumbbell Rows
- Renegade Rows
- Goblet Squats

**Isolation Movements:**
- Push-Ups (weighted) (Chest)
- Dumbbell Pullovers (Back)
- Seated Alternating Overhead Press (Shoulders)
- Dumbbell Calf Raises (Legs)
- Overhead Tricep Extensions (Arms)
- Dumbbell Side Bends (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000821,Scientific Powerlifting Builder,"High-volume approach dedicating entire sessions to specific muscle groups.

This 5-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Intermediate, Advanced, Novice lifters focusing on Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, drop sets for muscle fatigue, autoregulation guidelines.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs","[""Intermediate"", ""Advanced"", ""Novice""]","[""Bodybuilding""]",At Home,5,45,136,2024-04-23 20:00:28,2025-06-14 20:00:28,5,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 6-15
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Single-Arm Floor Press
- Hindu Push-Ups
- Decline Push-Ups

**Back:**
- Cat-Cow Stretch
- Dolphin Kicks
- Resistance Band Rows

**Shoulders:**
- Wall Angels
- Hindu Push-Ups
- Handstand Holds

**Arms:**
- Resistance Band Curls
- Plank Up-Downs
- Diamond Push-Ups

**Legs:**
- Bodyweight Squats
- Single-Leg Glute Bridges
- Lunges

**Core:**
- Planks
- Side Planks
- Russian Twists

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000822,MuscleBuild Elite,"Popular 6-day training split focusing on related muscle groups each session.

This 2-week PPL program involves 3 weekly sessions (1 push, 1 pull, and 1 leg day), ideal for Intermediate, Beginner trainees pursuing Muscle & Sculpting, Powerbuilding, Powerlifting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, strategic deloads, drop sets for muscle fatigue, tempo variations.

Weekly Schedule:
Monday: Push
Wednesday: Pull
Friday: Legs","[""Intermediate"", ""Beginner""]","[""Muscle & Sculpting"", ""Powerbuilding"", ""Powerlifting""]",Garage Gym,2,70,49,2025-01-30 20:00:28,2025-06-28 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 8-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Push Day
**Compound Movements:**
- Incline Dumbbell Press (Chest)
- Push Press (Shoulders)

**Isolation Movements:**
- Dumbbell Flyes (Chest)
- Svend Press (Chest)
- Lateral Raises (Shoulders)
- Tricep Kickbacks (Triceps)
- Dips (Triceps)

#### Pull Day
**Compound Movements:**
- Resistance Band Pulldowns
- Barbell Deadlifts

**Isolation Movements:**
- Barbell Deadlifts (Back)
- Hammer Curls (Biceps)
- Barbell Curls (Biceps)
- Rear Delt Flyes (Rear Delts)

#### Legs Day
**Compound Movements:**
- Good Mornings
- Goblet Squats

**Isolation Movements:**
- Barbell Squats
- Bulgarian Split Squats
- Side Planks (Core)
- Decline Sit-Ups (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000823,6-Day Push/Pull Split,"Science-based program alternating between strength and volume for optimal results.

This 7-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Advanced trainees looking to improve Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include periodized intensity and volume, strategic deloads, supersets for efficiency, tempo variations.

Weekly Schedule:
Monday: Upper Power
Wednesday: Lower Power
Friday: Upper Hypertrophy
Saturday: Lower Hypertrophy","[""Advanced""]","[""Bodyweight Fitness""]",Garage Gym,7,60,221,2024-07-16 20:00:28,2024-10-17 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Push-Ups (Chest)
- Inverted Rows (Back)

**Isolation Movements:**
- Svend Press (Chest)
- Good Mornings (Back)
- Seated Dumbbell Press (Shoulders)
- Front Raises (Shoulders)
- Close-Grip Bench Press (Arms)
- Barbell Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Goblet Squats
- Step-Ups

**Isolation Movements:**
- Bulgarian Split Squats
- Standing Calf Raises
- Weighted Russian Twists (Core)
- Decline Sit-Ups (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000824,Upper/Lower/Push/Pull/Legs Muscle & Sculpting Program,"Innovative 5-day split optimized for both strength and hypertrophy gains.

This 12-week Upper/Lower/Push/Pull/Legs program includes 6 training sessions per week, structured to optimize gains for Advanced individuals pursuing Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Sunday: Training","[""Advanced""]","[""Muscle & Sculpting""]",At Home,12,45,225,2024-08-06 20:00:28,2025-04-06 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 6-15
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Hindu Push-Ups (Chest)
- Resistance Band Pulldowns (Back)

**Isolation Movements:**
- Resistance Band Chest Press (Chest)
- Cat-Cow Stretch (Back)
- Hindu Push-Ups (Shoulders)
- Resistance Band Lateral Raises (Shoulders)
- Plank Up-Downs (Arms)
- Resistance Band Hammer Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Step-Ups
- Calf Raises

**Isolation Movements:**
- Lunges
- Glute Bridges
- Side Planks (Core)
- Bird Dogs (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000825,Balanced Weight Loss Method,"4-day split organizing workouts by movement type for balanced development.

This 10-week Push/Pull program includes 4 training sessions per week, structured to optimize gains for Intermediate, Beginner, Advanced individuals pursuing Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Friday: Training
Saturday: Training","[""Intermediate"", ""Beginner"", ""Advanced""]","[""Bodyweight Fitness""]",Garage Gym,10,80,362,2024-05-19 20:00:28,2025-06-04 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Dumbbell Flyes
- Floor Press
- Incline Dumbbell Press

**Back:**
- Meadows Rows
- Barbell Deadlifts
- Good Mornings

**Shoulders:**
- Rear Delt Flyes
- Lateral Raises
- Upright Rows

**Arms:**
- Hammer Curls
- Tricep Kickbacks
- Chin-Ups

**Legs:**
- Good Mornings
- Romanian Deadlifts
- Bulgarian Split Squats

**Core:**
- GHD Sit-Ups
- Weighted Planks
- Medicine Ball Slams

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
